,scopus_id,title,publication_name,issn,isbn,eissn,volume,page_range,cover_date,doi,citation_count,affiliation,aggregation_type,subtype_description,authors,full_text
10,85166549951,WOA-XGboost classifier to detect XSS attacks,AIP Conference Proceedings,0094243X,"[{'@_fa': 'true', '$': '9780735445390'}]",15517616,2782,,2023-06-15,10.1063/5.0154460,0,"[{'name': 'JECRC University', 'city': 'Jaipur', 'country': 'India'}, {'name': 'Manipal University Jaipur', 'city': 'Jaipur', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['57201605277', '26424146800']",
11,85171549646,Enhanced Study of Deep Learning Algorithms for Web Vulnerability Scanner,International Journal on Recent and Innovation Trends in Computing and Communication,,,23218169,11,610-616,2023-06-01,10.17762/ijritcc.v11i7s.7344,0,"[{'name': 'D. Y. Patil College of Engineering', 'city': 'Pune', 'country': 'India'}, {'name': 'Genba Sopanrao Moze College of Engineering', 'city': 'Pune', 'country': 'India'}, {'name': 'Zeal Education Society', 'city': 'Pune', 'country': 'India'}]",Journal,Article,"['58583895300', '55789996700', '57203433875', '57214276777', '58600096000']",
12,85165224290,A Source Code Cross-site Scripting Vulnerability Detection Method,KSII Transactions on Internet and Information Systems,19767277,,22881468,17,1689-1705,2023-06-01,10.3837/tiis.2023.06.009,0,"[{'name': 'State Grid Corporation of China', 'city': 'Beijing', 'country': 'China'}, {'name': 'State Grid Laboratory of Electric Power Communication Network Technology', 'city': 'Nanjing', 'country': 'China'}, {'name': 'State Grid Information and Telecommunication Branch', 'city': 'Beijing', 'country': 'China'}, {'name': 'State Grid Smart Grid Research Institute Co. Ltd', 'city': 'Nanjing', 'country': 'China'}, {'name': 'Beijing Electric Power Company', 'city': 'Beijing', 'country': 'China'}]",Journal,Article,"['57199452307', '57201995321', '57191597821', '57202675044', '57201980947', '57297080400', '57777803400', '57261917200']",
13,85163796969,Security Analysis of Web Open-Source Projects Based on Java and PHP,Electronics (Switzerland),,,20799292,12,,2023-06-01,10.3390/electronics12122618,0,"[{'name': 'Hanyang University ERICA Campus', 'city': 'Ansan', 'country': 'South Korea'}]",Journal,Article,"['58418336100', '56499567800']",
14,85147564735,Dynamic feature selection model for adaptive cross site scripting attack detection using developed multi-agent deep Q learning model,Journal of King Saud University - Computer and Information Sciences,13191578,,22131248,35,,2023-06-01,10.1016/j.jksuci.2023.01.012,2,"[{'name': 'Universiti Putra Malaysia', 'city': 'Serdang', 'country': 'Malaysia'}]",Journal,Article,"['58094444000', '11139534100', '57458752100', '57202656008']",https://api.elsevier.com/content/article/eid/1-s2.0-S1319157823000204
15,85154598363,Server-Side Cross-Site Scripting Detection Powered by HTML Semantic Parsing Inspired by XSS Auditor,Pertanika Journal of Science and Technology,01287680,,22318526,31,1353-1377,2023-04-01,10.47836/pjst.31.3.14,0,"[{'name': 'Bina Nusantara University', 'city': 'Jakarta', 'country': 'Indonesia'}, {'name': 'Universiti Teknologi MARA', 'city': 'Shah Alam', 'country': 'Malaysia'}]",Journal,Article,"['57956342000', '57224145876', '24824168400', '57195353083', '57202954985']",
16,85154541580,Automation of Quantifying Security Risk Level on Injection Attacks Based on Common Vulnerability Scoring System Metric,Pertanika Journal of Science and Technology,01287680,,22318526,31,1245-1265,2023-04-01,10.47836/pjst.31.3.07,0,"[{'name': 'Bina Nusantara University', 'city': 'Jakarta', 'country': 'Indonesia'}, {'name': 'Universiti Teknologi MARA', 'city': 'Shah Alam', 'country': 'Malaysia'}]",Journal,Article,"['57224145876', '24824168400', '57195353083', '57202954985', '57956342000']",
17,85143732475,Adaptive cross-site scripting attack detection framework for smart devices security using intelligent filters and attack ontology,Soft Computing,14327643,,14337479,27,4593-4608,2023-04-01,10.1007/s00500-022-07697-2,0,"[{'name': 'Skyline University College', 'city': 'Sharjah', 'country': 'United Arab Emirates'}, {'name': 'University of Petroleum and Energy Studies', 'city': 'Dehradun', 'country': 'India'}, {'name': 'Asia University', 'city': 'Taichung', 'country': 'Taiwan'}, {'name': 'Lebanese American University', 'city': 'Beirut', 'country': 'Lebanon'}, {'name': 'National Institute of Technology Kurukshetra', 'city': 'Kurukshetra', 'country': 'India'}]",Journal,Article,"['57192093993', '34770593700', '55487558400']",
18,85156182195,BLA2C2: Design of a Novel Blockchain-based Light-Weight Authentication &amp; Access Control Layer for Cloud Deployments,International Journal on Recent and Innovation Trends in Computing and Communication,,,23218169,11,283-294,2023-03-01,10.17762/ijritcc.v11i3.6359,0,"[{'name': 'MATS School of Engineering &amp; IT', 'city': 'Raipur', 'country': 'India'}]",Journal,Article,"['57670706600', '57216751216']",
19,85160857620,Cross Site Scripting Attack Detection Approach Based on LSTM Encoder-Decoder and Word Embeddings,International Journal of Intelligent Systems and Applications in Engineering,,,21476799,11,277-282,2023-02-17,,2,"[{'name': 'Faculté des Sciences Dhar El Mahraz, Université Sidi Mohamed Ben Abdellah', 'city': 'Fez', 'country': 'Morocco'}]",Journal,Article,"['57657944000', '55793822300']",
20,85149296211,Grey-Box Fuzzing Based on Reinforcement Learning for XSS Vulnerabilities,Applied Sciences (Switzerland),,,20763417,13,,2023-02-01,10.3390/app13042482,1,"[{'name': 'Beijing University of Posts and Telecommunications', 'city': 'Beijing', 'country': 'China'}]",Journal,Article,"['57217003981', '58126171400', '57222036650', '12762382900']",
21,85149180783,Deep Learning Technique-Enabled Web Application Firewall for the Detection of Web Attacks †,Sensors,14248220,,,23,,2023-02-01,10.3390/s23042073,3,"[{'name': 'Manipal University Jaipur', 'city': 'Jaipur', 'country': 'India'}, {'name': 'Tribhuvan University', 'city': 'Kathmandu', 'country': 'Nepal'}]",Journal,Article,"['57190012588', '58123638100', '57226479316']",
22,85171276806,A multilayer stacking classifier based on nature-inspired optimization for detecting cross-site scripting attack,International Journal of Information Technology (Singapore),25112104,,25112112,,,2023-01-01,10.1007/s41870-023-01459-5,0,"[{'name': 'JECRC University', 'city': 'Jaipur', 'country': 'India'}, {'name': 'Manipal University Jaipur', 'city': 'Jaipur', 'country': 'India'}]",Journal,Article,"['57201605277', '26424146800']",
23,85170085489,Detection of SQL Injection and Cross-Site Scripting Based on Multi-Model CNN Combined with Bidirectional GRU and Multi-Head Self-Attention,"2023 5th International Conference on Computer Communication and the Internet, ICCCI 2023",,"[{'@_fa': 'true', '$': '9798350326956'}]",,,142-150,2023-01-01,10.1109/ICCCI59363.2023.10210155,0,"[{'name': 'National Chiayi University', 'city': 'Chiayi', 'country': 'Taiwan'}]",Conference Proceeding,Conference Paper,"['58566273800', '56973527600']",
24,85169884784,Real-time XSS Vulnerability Detection,"2023 3rd International Conference on Intelligent Technologies, CONIT 2023",,"[{'@_fa': 'true', '$': '9798350338607'}]",,,,2023-01-01,10.1109/CONIT59222.2023.10205698,0,"[{'name': 'Vellore Institute of Technology', 'city': 'Vellore', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['57480937800', '58564171300', '58533731600', '58564678000', '58564171400', '58563915400', '58564171500', '57095936000']",
0,85168809314,Generative Adversarial Network-based Approach for Automated Generation of Adversarial Attacks Against a Deep-Learning based XSS Attack Detection Model,International Journal of Advanced Computer Science and Applications,2158107X,,21565570,14,892-897,2023-01-01,10.14569/IJACSA.2023.0140797,0,"[{'name': 'Faculté des Sciences Dhar El Mahraz, Université Sidi Mohamed Ben Abdellah', 'city': 'Fez', 'country': 'Morocco'}]",Journal,Article,"['57657944000', '55793822300']",
1,85166753032,A Novel Web Attack Detection Mechanism Using Maximal-Munch with Torrent Deep Network,IEEE Transactions on Cloud Computing,,,21687161,,,2023-01-01,10.1109/TCC.2023.3300083,0,"[{'name': 'MATS University', 'city': 'Arang', 'country': 'India'}]",Journal,Article,"['58167405700', '58523087400']",
2,85166364480,Web Server Security Solution for Detecting Cross-site Scripting Attacks in Real-time Using Deep Learning,"2023 International Conference on Artificial Intelligence and Applications, ICAIA 2023 and Alliance Technology Conference, ATCON-1 2023 - Proceeding",,"[{'@_fa': 'true', '$': '9781665456272'}]",,,,2023-01-01,10.1109/ICAIA57370.2023.10169255,0,"[{'name': 'Graphic Era Hill University', 'city': 'Dehradun', 'country': 'India'}, {'name': 'Chitkara University, Punjab', 'city': 'Rajpura', 'country': 'India'}, {'name': 'Chandigarh University', 'city': 'Mohali', 'country': 'India'}, {'name': 'Punjabi University', 'city': 'Patiala', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['49662401100', '57220484806', '49662394600', '57209474160', '58196847900', '57190971022']",
3,85164964033,"7th International Conference on Smart Trends in Computing and Communications, SmartCom 2023",Lecture Notes in Networks and Systems,23673370,"[{'@_fa': 'true', '$': '9789819907687'}]",23673389,645 LNNS,,2023-01-01,,0,,Book Series,Conference Review,[],
4,85164688970,"7th International Conference on Smart Trends in Computing and Communications, SmartCom 2023",Lecture Notes in Networks and Systems,23673370,"[{'@_fa': 'true', '$': '9789819908370'}]",23673389,650 LNNS,,2023-01-01,,0,,Book Series,Conference Review,[],
5,85164259364,Research on Web Intrusion Technology Based on DBN,"Proceedings - 2023 2nd Asia-Pacific Computer Technologies Conference, APCT 2023",,"[{'@_fa': 'true', '$': '9798350336115'}]",,,8-12,2023-01-01,10.1109/APCT58752.2023.00009,0,"[{'name': 'Southwest Jiaotong University', 'city': 'Chengdu', 'country': 'China'}]",Conference Proceeding,Conference Paper,['58478634700'],
6,85163713566,Performance Evaluation of Machine Learning Techniques for Detecting Cross-Site Scripting Attacks,"International Conference on Emerging Trends in Engineering and Technology, ICETET",21570477,"[{'@_fa': 'true', '$': '9798350348422'}]",21570485,2023-April,,2023-01-01,10.1109/ICETET-SIP58143.2023.10151468,0,"[{'name': 'Chitkara University, Punjab', 'city': 'Rajpura', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['58107537700', '57213777393']",
7,85163208255,Prevention of Website from Cross Site Scripting,"2023 International Conference on Computational Intelligence, Communication Technology and Networking, CICTN 2023",,"[{'@_fa': 'true', '$': '9798350338027'}]",,,471-473,2023-01-01,10.1109/CICTN57981.2023.10140659,0,"[{'name': 'KIET Group of Institutions', 'city': 'Ghaziabad', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['58369493900', '57210408722']",
8,85163121745,Cross Site Scripting (XSS) vulnerability detection using Machine Learning and Statistical Analysis,"2023 International Conference on Computer Communication and Informatics, ICCCI 2023",,"[{'@_fa': 'true', '$': '9798350348217'}]",,,,2023-01-01,10.1109/ICCCI56745.2023.10128470,0,"[{'name': 'SRM Institute of Science and Technology', 'city': 'Kattankulathur', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['58362095500', '56708795600']",
9,85161930119,Identification of Important Features at Different IoT layers for Dynamic Attack Detection,"Proceedings - 2023 IEEE 9th International Conference on Big Data Security on Cloud, IEEE International Conference on High Performance and Smart Computing, and IEEE International Conference on Intelligent Data and Security, BigDataSecurity-HPSC-IDS 2023",,"[{'@_fa': 'true', '$': '9798350312935'}]",,,84-90,2023-01-01,10.1109/BigDataSecurity-HPSC-IDS58521.2023.00025,0,"[{'name': 'BT Group plc', 'city': 'London', 'country': 'United Kingdom'}, {'name': 'City, University of London', 'city': 'London', 'country': 'United Kingdom'}]",Conference Proceeding,Conference Paper,"['58312706700', '14035551900', '15042695400', '35173493100']",
10,85159096616,AI-Driven Deep Structured Learning for Cross-Site Scripting Attacks,"International Conference on Innovative Data Communication Technologies and Application, ICIDCA 2023 - Proceedings",,"[{'@_fa': 'true', '$': '9798350397208'}]",,,701-709,2023-01-01,10.1109/ICIDCA56705.2023.10099960,1,"[{'name': 'VMware, Inc', 'city': 'Palo Alto', 'country': 'United States'}, {'name': 'Amrita School of Computing', 'city': 'Kollam', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['57205017146', '58067246800', '57195522716', '58244880900']",
11,85153333890,"Input Validation Vulnerabilities in Web Applications: Systematic Review, Classification, and Analysis of the Current State-of-the-Art",IEEE Access,,,21693536,,,2023-01-01,10.1109/ACCESS.2023.3266385,1,"[{'name': 'Khartoum University', 'city': 'Khartoum', 'country': 'Sudan'}]",Journal,Article,"['58194149200', '36631743200']",
12,85153116312,XSS Filter detection using Trust Region Policy Optimization,"1st International Conference in Advanced Innovation on Smart City, ICAISC 2023 - Proceedings",,"[{'@_fa': 'true', '$': '9781665472753'}]",,,,2023-01-01,10.1109/ICAISC56366.2023.10085076,1,"[{'name': 'Dr. B.C. Roy Engineering College, Durgapur', 'city': 'Durgapur', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['57737861500', '57192413113', '57210733067']",
13,85153090716,XSS Attack Detection using Convolution Neural Network,"Proceedings of the International Conference on Artificial Intelligence and Knowledge Discovery in Concurrent Engineering, ICECONF 2023",,"[{'@_fa': 'true', '$': '9798350334357'}]",,,,2023-01-01,10.1109/ICECONF57129.2023.10083807,0,"[{'name': 'SRM Institute of Science and Technology', 'city': 'Kattankulathur', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['57216611576', '6603481561']",
14,85152764990,Research on Cross-site Scripting Attack Detection Technology Based on Few-shot Learning,"ITNEC 2023 - IEEE 6th Information Technology, Networking, Electronic and Automation Control Conference",,"[{'@_fa': 'true', '$': '9781665460033'}]",,,1425-1429,2023-01-01,10.1109/ITNEC56291.2023.10082596,0,"[{'name': 'State Key Laboratory of Mathematical Engineering and Advanced Computing', 'city': 'Zhengzhou', 'country': 'China'}]",Conference Proceeding,Conference Paper,"['57218442674', '57218440221']",
15,85152552662,Detection SQL Injection Attacks Against Web Application by Using K-Nearest Neighbors with Principal Component Analysis,Lecture Notes in Networks and Systems,23673370,"[{'@_fa': 'true', '$': '9789811976148'}]",23673389,572,631-642,2023-01-01,10.1007/978-981-19-7615-5_52,1,"[{'name': 'University of Technology- Iraq', 'city': 'Baghdad', 'country': 'Iraq'}]",Book Series,Conference Paper,"['58184381400', '58184381500']",
16,85149648848,Organization Security Framework—A Defensive Mechanism,Lecture Notes in Networks and Systems,23673370,"[{'@_fa': 'true', '$': '9789811978739'}]",23673389,587,105-113,2023-01-01,10.1007/978-981-19-7874-6_9,1,"[{'name': 'Amrita University, Amritapuri Campus', 'city': 'Kollam', 'country': 'India'}]",Book Series,Conference Paper,"['58135128200', '56289833000', '58134926800', '58133716400', '57195522716']",
17,85149107966,XSSMitigate: Deep Packet Inspection based XSS Attack Quarantine in Software Defined Networks,Digest of Technical Papers - IEEE International Conference on Consumer Electronics,0747668X,"[{'@_fa': 'true', '$': '9781665491303'}]",,2023-January,,2023-01-01,10.1109/ICCE56470.2023.10043374,2,"[{'name': 'Indian Institute of Technology Indore', 'city': 'Indore', 'country': 'India'}]",Conference Proceeding,Conference Paper,"['27567731500', '57197255871', '58121822100']",
18,85148249559,An Improved LSTM-PCA Ensemble Classifier for SQL Injection and XSS Attack Detection,Computer Systems Science and Engineering,02676192,,,46,1759-1774,2023-01-01,10.32604/csse.2023.034047,2,"[{'name': 'Universitas Islam Sultan Agung Semarang', 'city': 'Semarang', 'country': 'Indonesia'}, {'name': 'Al Baha University', 'city': 'Al-Baha', 'country': 'Saudi Arabia'}, {'name': 'Universitas Sriwijaya', 'city': 'Indralaya', 'country': 'Indonesia'}, {'name': 'Universiti Teknologi Malaysia', 'city': 'Johor Bahru', 'country': 'Malaysia'}, {'name': 'Ministry of Research Technology Higher Education', 'city': 'Jakarta', 'country': 'Indonesia'}]",Journal,Article,"['36449642900', '57195942573', '57282501800', '58105066200', '57194219033', '57194205196', '57194202577', '56287856000', '57190939364', '58131692700']",
19,85142136187,MFXSS: An effective XSS vulnerability detection method in JavaScript based on multi-feature model,Computers and Security,01674048,,,124,,2023-01-01,10.1016/j.cose.2022.103015,4,"[{'name': 'Sichuan University', 'city': 'Chengdu', 'country': 'China'}]",Journal,Article,"['57218578040', '57026722800', '55511401300', '57210602136']",https://api.elsevier.com/content/article/eid/1-s2.0-S0167404822004072
20,85141891913,Cross-site scripting detection with two-channel feature fusion embedded in self-attention mechanism,Computers and Security,01674048,,,124,,2023-01-01,10.1016/j.cose.2022.102990,2,"[{'name': 'Shanghai Normal University', 'city': 'Shanghai', 'country': 'China'}]",Journal,Article,"['57965333100', '57965387500', '57965282000', '57965414600', '7501452290']",https://api.elsevier.com/content/article/eid/1-s2.0-S0167404822003820
21,85140479127,An Interpretive Saga of SQL Injection Attacks,Lecture Notes in Networks and Systems,23673370,"[{'@_fa': 'true', '$': '9789811941924'}]",23673389,491,3-12,2023-01-01,10.1007/978-981-19-4193-1_1,0,"[{'name': 'Institute of Nano Science and Technology, Mohali', 'city': 'Mohali', 'country': 'India'}]",Book Series,Conference Paper,['57198355433'],
22,85145878481,GCNXSS: An Attack Detection Approach for Cross-Site Scripting Based on Graph Convolutional Networks,KSII Transactions on Internet and Information Systems,19767277,,22881468,16,4008-4023,2022-12-31,10.3837/tiis.2022.12.013,1,"[{'name': 'Sichuan University', 'city': 'Chengdu', 'country': 'China'}, {'name': 'China Merchants Bank', 'city': 'Shenzhen', 'country': 'China'}]",Journal,Article,"['58046215900', '57026722800', '55511401300', '57267203800', '57899648400']",
23,85142248707,Fake profile recognition using profanity and gender identification on online social networks,Social Network Analysis and Mining,18695450,,18695469,12,,2022-12-01,10.1007/s13278-022-00997-3,0,"[{'name': 'Pillai College of Engineering', 'city': 'Navi Mumbai', 'country': 'India'}]",Journal,Article,"['57212001261', '57190168392']",
24,85143080759,TChecker: Precise Static Inter-Procedural Analysis for Detecting Taint-Style Vulnerabilities in PHP Applications,Proceedings of the ACM Conference on Computer and Communications Security,15437221,"[{'@_fa': 'true', '$': '9781450394505'}]",,,2175-2188,2022-11-07,10.1145/3548606.3559391,3,"[{'name': 'Chinese University of Hong Kong', 'city': 'Hong Kong', 'country': 'Hong Kong'}]",Conference Proceeding,Conference Paper,"['57224561021', '57224570472', '56160918800']",
0,85142500624,Context-Auditor: Context-sensitive Content Injection Mitigation,ACM International Conference Proceeding Series,,"[{'@_fa': 'true', '$': '9781450397049'}]",,,431-445,2022-10-26,10.1145/3545948.3545992,1,"[{'name': 'Arizona State University', 'city': 'Tempe', 'country': 'United States'}]",Conference Proceeding,Conference Paper,"['57219281011', '57658314200', '57194975123', '57191163591', '55489057600', '36189698400']",
1,85140456521,Resolving Cross-Site Scripting Attacks through Fusion Verification and Machine Learning,Mathematics,,,22277390,10,,2022-10-01,10.3390/math10203787,3,"[{'name': 'Chengdu University of Information Technology', 'city': 'Chengdu', 'country': 'China'}]",Journal,Article,"['57194441417', '57939186500', '57219160800', '55787723900', '55788282300']",
2,85135268113,A hybrid framework for detecting structured query language injection attacks in web-based applications,International Journal of Electrical and Computer Engineering,20888708,,,12,5405-5414,2022-10-01,10.11591/ijece.v12i5.pp5405-5414,1,"[{'name': 'Woosong University', 'city': 'Daejeon', 'country': 'South Korea'}, {'name': 'University of New South Wales at Australian Defence Force Academy', 'city': 'Canberra', 'country': 'Australia'}, {'name': 'Chittagong University of Engineering and Technology', 'city': 'Chittagong', 'country': 'Bangladesh'}, {'name': 'Deloitte Cyber Risk Advisory', 'city': 'Canberra', 'country': 'Australia'}, {'name': 'Capability Associates', 'city': 'Canberra', 'country': 'Australia'}]",Journal,Article,"['55756643600', '55538597700', '55242289000', '54994936900', '56997358700']",
3,85131236200,XSS Armor: Constructing XSS Defensive Framework for Preserving Big Data Privacy in Internet-of-Things (IoT) Networks,"Journal of Circuits, Systems and Computers",02181266,,,31,,2022-09-15,10.1142/S021812662250222X,1,"[{'name': 'Skyline University College', 'city': 'Sharjah', 'country': 'United Arab Emirates'}, {'name': 'Asia University', 'city': 'Taichung', 'country': 'Taiwan'}, {'name': 'National Institute of Technology', 'city': 'Tiruchirappalli Trichy', 'country': 'India'}]",Journal,Article,"['57192093993', '34770593700', '55487558400']",
4,85134427591,XSS adversarial example attacks based on deep reinforcement learning,Computers and Security,01674048,,,120,,2022-09-01,10.1016/j.cose.2022.102831,3,"[{'name': 'Sichuan University', 'city': 'Chengdu', 'country': 'China'}]",Journal,Article,"['58406434600', '57809576800', '57216410512', '55523102655', '57192113293', '57003831600']",https://api.elsevier.com/content/article/eid/1-s2.0-S0167404822002255
5,85134273474,Automating the Detection of Access Control Vulnerabilities in Web Applications,SN Computer Science,2662995X,,26618907,3,,2022-09-01,10.1007/s42979-022-01271-1,1,"[{'name': 'ZHAW Zurich University of Applied Sciences', 'city': 'Winterthur', 'country': 'Switzerland'}, {'name': 'scanmeter GmbH', 'city': 'Zurich', 'country': 'Switzerland'}]",Journal,Article,"['6506868401', '57222527831', '57222520105', '57222522057', '57222522106']",
6,85127770135,An improved secure file deduplication avoidance using CKHO based deep learning model in a cloud environment,Journal of Supercomputing,09208542,,15730484,78,14892-14918,2022-09-01,10.1007/s11227-022-04436-0,2,"[{'name': 'Sathyabama Institute of Science and Technology', 'city': 'Chennai', 'country': 'India'}]",Journal,Article,"['57221607159', '56585629900']",
7,85124159425,Bayesian network structure learning with improved genetic algorithm,International Journal of Intelligent Systems,08848173,,1098111X,37,6023-6047,2022-09-01,10.1002/int.22833,6,"[{'name': 'National University of Defense Technology China', 'city': 'Changsha', 'country': 'China'}]",Journal,Article,"['57204472498', '57072004300']",
8,85138057697,Cross-site scripting attack detection based on a modified convolution neural network,Frontiers in Computational Neuroscience,,,16625188,16,,2022-08-29,10.3389/fncom.2022.981739,2,"[{'name': 'Chongqing Institute of Green and Intelligent Technology', 'city': 'Chongqing', 'country': 'China'}, {'name': 'Chongqing University', 'city': 'Chongqing', 'country': 'China'}, {'name': 'Chongqing Technology and Business University', 'city': 'Chongqing', 'country': 'China'}, {'name': 'Chongqing Key Laboratory of Intelligent Perception and BlockChain Technology', 'city': 'Chongqing', 'country': 'China'}, {'name': 'Chongqing Academy of Eco-Environmental Science', 'city': 'Chongqing', 'country': 'China'}, {'name': 'Chongqing Ecological Environment Big Data Application Center', 'city': 'Chongqing', 'country': 'China'}, {'name': 'Chongqing Polytechnic Institute', 'city': 'Chongqing', 'country': 'China'}]",Journal,Article,"['56486522700', '58440662900', '58369233300', '57890307200', '57001935100', '57891038200', '57891262000', '58455862600', '56739403100', '57364824000', '57891262100']",
9,85137392469,Deep-Learning Based Injection Attacks Detection Method for HTTP,Mathematics,,,22277390,10,,2022-08-01,10.3390/math10162914,0,"[{'name': 'Beijing University of Posts and Telecommunications', 'city': 'Beijing', 'country': 'China'}]",Journal,Article,"['57733531400', '57878065700', '57210229022', '57195412708', '8720694300']",
10,85137206128,Detection of Web Cross-Site Scripting (XSS) Attacks,Electronics (Switzerland),,,20799292,11,,2022-07-01,10.3390/electronics11142212,4,"[{'name': 'Hodeida University', 'city': 'Al Hudaydah', 'country': 'Yemen'}, {'name': ""University of Ha'il"", 'city': 'Hail', 'country': 'Saudi Arabia'}, {'name': 'Aden Community College', 'city': 'Aden', 'country': 'Yemen'}]",Journal,Article,"['57353189500', '57190133156', '57217078982', '50860930600', '57344559300', '57194795614', '57203855787']",
